Title,Director,Cast,genres,original_language,overview,popularity,release_date,runtime,title,vote_average,emotion_mood,genre_mood,final_mood
Magic Mike XXL,Gregory Jacobs ,"Channing Tatum, Matt Bomer, Joe Manganiello, Kevin Nash, Adam Rodríguez, Gabriel Iglesias, Amber Heard, Donald Glover, Andie MacDowell, Elizabeth Banks, Jada Pinkett Smith","Comedy,Drama",en,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",19.062,2015.0,1 hrs 55 min,Magic Mike XXL,6.2,Sad,Happy,Sad
Amy,Asif Kapadia ,Amy Winehouse,"Documentary,Music",en,"A documentary on the life of Amy Winehouse, the immensely talented yet doomed songstress. We see her from her teen years, where she already showed her singing abilities, to her finding success and then her downward spiral into alcoholism and drugs.",14.334,2015.0,2 hrs 8 min,Amy,7.6,Happy,Neutral,Happy
Minions,"Pierre Coffin, Kyle Balda ","Pierre Coffin, Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney, Steve Coogan, Jennifer Saunders","Family,Animation,Adventure,Comedy",en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",26.398,2015.0,1 hrs 31 min,Minions,6.392,Happy,Adventurous,Adventurous
The Gallows,"Chris Lofing, Travis Cluff ","Reese Mishler, Pfeifer Brown, Ryan Shoos, Cassidy Gifford","Horror,Thriller",en,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",11.331,2015.0,1 hrs 21 min,The Gallows,5.0,Sad,Horror,Sad
Tangerine,Sean Baker ,"Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan, Alla Tumanian, James Ransone","Comedy,Drama",en,"It's Christmas Eve in Tinseltown and Sin-Dee is back on the block. Upon hearing that her pimp boyfriend hasn't been faithful during the 28 days she was locked up, the working girl and her best friend, Alexandra, embark on a mission to get to the bottom of the scandalous rumor. Their rip-roaring odyssey leads them through various subcultures of Los Angeles, including an Armenian family dealing with their own repercussions of infidelity.",7.957,2015.0,1 hrs 27 min,Tangerine,6.935,Intense,Happy,Intense
Boulevard,Dito Montiel ,"Robin Williams, Kathy Baker, Roberto Aguire, Giles Matthey, Bob Odenkirk",Drama,en,"Nolan Mack, a soft-spoken bank employee, undoubtedly loves his wife Joy, though their cavernous empty house only underscores how disconnected they’ve always been from each other. Nolan finds himself drifting from his familiar present-day life in pursuit of lost time after meeting a troubled young man named Leo on his drive home. What begins as an aimless drive down an unfamiliar street turns into a life-altering series of events.",9.388,2014.0,1 hrs 28 min,Boulevard,5.7,Sad,Emotional,Sad
Strangerland,Kim Farrant ,"Nicole Kidman, Joseph Fiennes, Hugo Weaving, Lisa Flanagan, Meyne Wyatt, Maddison Brown, Nicholas Hamilton","Drama,Thriller,Mystery",en,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",8.228,2015.0,1 hrs 51 min,Strangerland,5.3,Thrilling,Emotional,Emotional
Trainwreck,Judd Apatow ,"Amy Schumer, Bill Hader, Brie Larson, Colin Quinn, John Cena, Vanessa Bayer, Tilda Swinton, Ezra Miller, LeBron James, Mike Birbiglia","Comedy,Romance",en,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",25.402,2015.0,2 hrs 5 min,Trainwreck,5.792,Happy,Happy,Happy
Irrational Man,Woody Allen ,"Jamie Blackley, Joaquin Phoenix, Parker Posey, Emma Stone","Drama,Comedy,Crime",en,"On a small town college campus, a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student.",12.681,2015.0,1 hrs 35 min,Irrational Man,6.542,Intense,Emotional,Intense
Mr. Holmes,Bill Condon ,"Ian McKellen, Laura Linney, Hiroyuki Sanada, Milo Parker","Drama,Crime",en,"In 1947, long-retired and near the end of his life, Sherlock Holmes grapples with an unreliable memory and must rely on his housekeeper's son as he revisits the still-unsolved case that led to his retirement.",15.198,2015.0,1 hrs 44 min,Mr. Holmes,6.5,Thrilling,Emotional,Emotional
Pixels,Chris Columbus ,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage, Josh Gad, Brian Cox","Action,Comedy,Science Fiction",en,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,73.945,2015.0,1 hrs 45 min,Pixels,5.712,Thrilling,Intense,Intense
Southpaw,Antoine Fuqua ,"Jake Gyllenhaal, Forest Whitaker, Naomie Harris, Curtis ""50 Cent"" Jackson, Oona Laurence, Rachel McAdams","Action,Drama",en,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",53.202,2015.0,2 hrs 3 min,Southpaw,7.4,Happy,Intense,Intense
Paper Towns,Jake Schreier ,"Nat Wolff, Cara Delevingne, Halston Sage, Justice Smith, Austin Abrams","Mystery,Drama,Romance",en,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",19.584,2015.0,1 hrs 49 min,Paper Towns,6.1,Happy,Suspenseful,Suspenseful
The Vatican Tapes,Mark Neveldine ,"Olivia Taylor Dudley, Michael Peña, Dougray Scott, Djimon Hounsou","Thriller,Horror",en,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",30.113,2015.0,1 hrs 31 min,The Vatican Tapes,5.3,Thrilling,Thrilling,Thrilling
Vacation,"Jonathan Goldstein, John Francis Daley ","Ed Helms, Christina Applegate, Leslie Mann, Beverly D'Angelo, Chevy Chase",Comedy,en,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",37.435,2015.0,1 hrs 39 min,Vacation,6.3,Happy,Happy,Happy
Shaun the Sheep Movie,Mark Burton ,"Justin Fletcher, John Sparkes","Family,Animation,Comedy,Adventure",en,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",14.436,2015.0,1 hrs 25 min,Shaun the Sheep Movie,7.0,Happy,Happy,Happy
Ricki and the Flash,Jonathan Demme ,"Meryl Streep, Kevin Kline, Mamie Gummer, Audra McDonald, Sebastian Stan, Rick Springfield","Comedy,Drama,Music",en,"Meryl Streep stars as Ricki Rendazzo, a guitar heroine who made a world of mistakes as she followed her dreams of rock-and-roll stardom. Returning home, Ricki gets a shot at redemption and a chance to make things right as she faces the music with her family.",12.387,2015.0,1 hrs 40 min,Ricki and the Flash,5.8,Happy,Happy,Happy
Straight Outta Compton,F. Gary Gray ,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr., Aldis Hodge, Paul Giamatti","Drama,Music,History",en,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",30.77,2015.0,2 hrs 27 min,Straight Outta Compton,7.781,Intense,Emotional,Intense
The Man from U.N.C.L.E.,Guy Ritchie ,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki, Hugh Grant","Comedy,Action,Adventure",en,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",33.202,2015.0,1 hrs 56 min,The Man from U.N.C.L.E.,7.088,Thrilling,Happy,Thrilling
American Ultra,Nima Nourizadeh ,"Jesse Eisenberg, Kristen Stewart, Connie Britton, Topher Grace, John Leguizamo, Bill Pullman, Walton Goggins, Tony Hale","Comedy,Action",en,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",18.403,2015.0,1 hrs 36 min,American Ultra,6.1,Thrilling,Happy,Thrilling
Hitman: Agent 47,Aleksander Bach ,"Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds, Thomas Kretschmann, Angelababy","Action,Crime,Thriller",en,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,52.835,2015.0,1 hrs 36 min,Hitman: Agent 47,5.835,Intense,Intense,Intense
She's Funny That Way,Peter Bogdanovich ,"Owen Wilson, Imogen Poots, Kathryn Hahn, Will Forte, Cybill Shepherd, Austin Pendleton, Joanna Lumley, Richard Lewis, Rhys Ifans, Jennifer Aniston","Comedy,Romance",en,"On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",9.912,2014.0,1 hrs 33 min,She's Funny That Way,5.926,Intense,Happy,Intense
No Escape,John Erick Dowdle ,"Owen Wilson, Lake Bell, Sterling Jerins, Claire Geare, Pierce Brosnan",Thriller,en,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",25.713,2015.0,1 hrs 43 min,No Escape,6.9,Thrilling,Thrilling,Thrilling
War Room,Alex Kendrick ,"Alex Kendrick, Priscilla Shirer, T.C. Stallings, Beth Moore, Karen Abercrombie, Alena Pitts","Drama,Romance",en,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",32.892,2015.0,2 hrs 0 min,War Room,7.8,Happy,Emotional,Emotional
We Are Your Friends,Max Joseph ,"Zac Efron, Emily Ratajkowski, Alex Shaffer, Jonny Weston, Wes Bentley, Jon Bernthal","Drama,Music,Romance,Comedy",en,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",17.628,2015.0,1 hrs 36 min,We Are Your Friends,6.7,Happy,Emotional,Emotional
Before We Go,Chris Evans ,"Chris Evans, Alice Eve","Comedy,Drama,Romance",en,A woman who is robbed on her way to catch the 1:30 train to Boston is left stranded in New York City. She meets a man who helps her during the course of the night and the two form a romance.,13.324,2014.0,1 hrs 29 min,Before We Go,6.7,Sad,Happy,Sad
The Visit,M. Night Shyamalan ,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie, Kathryn Hahn","Mystery,Thriller,Horror",en,"A brother and sister are sent to their grandparents' remote Pennsylvania farm for a week, where they discover that the elderly couple is involved in something deeply disturbing.",31.209,2015.0,1 hrs 34 min,The Visit,6.314,Thrilling,Suspenseful,Suspenseful
The Perfect Guy,David M. Rosenthal ,"Sanaa Lathan, Michael Ealy, Morris Chestnut, Charles S. Dutton, Tess Harper, Kathryn Morris, Rutina Wesley, Holt McCallany",Thriller,en,"After a painful breakup, Leah seems to meet the perfect guy. But she soon discovers someone mysteriously lurking around her surroundings.",8.774,2015.0,1 hrs 40 min,The Perfect Guy,5.7,Thrilling,Thrilling,Thrilling
Sleeping with Other People,Leslye Headland ,"Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet",Comedy,en,"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey and Jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done.",15.232,2015.0,1 hrs 40 min,Sleeping with Other People,6.3,Romantic,Happy,Romantic
Black Mass,Scott Cooper ,"Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Rory Cochrane, Jesse Plemons, Kevin Bacon, Peter Sarsgaard, Dakota Johnson, Corey Stoll","Drama,Crime,History",en,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",15.421,2015.0,2 hrs 3 min,Black Mass,6.5,Intense,Emotional,Intense
Captive,Jerry Jameson ,"David Oyelowo, Kate Mara, Michael K. Williams, Leonor Varela, Jessica Oyelowo, Mimi Rogers","Crime,Drama,Thriller",en,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",9.584,2015.0,1 hrs 37 min,Captive,5.7,Happy,Emotional,Emotional
Everest,Baltasar Kormákur ,"Jason Clarke, Josh Brolin, John Hawkes, Robin Wright, Michael Kelly, Sam Worthington, Keira Knightley, Emily Watson, Jake Gyllenhaal","Adventure,Drama,History",en,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",28.11,2015.0,2 hrs 1 min,Everest,6.8,Happy,Adventurous,Adventurous
Maze Runner: The Scorch Trials,Wes Ball ,"Dylan O'Brien, Ki Hong Lee, Thomas Sangster, Kaya Scodelario, Patricia Clarkson","Science Fiction,Action,Thriller,Adventure",en,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",82.98,2015.0,2 hrs 11 min,Maze Runner: The Scorch Trials,6.725,Thrilling,Intense,Intense
Sicario,Denis Villeneuve ,"Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber","Action,Crime,Thriller",en,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,49.916,2015.0,2 hrs 2 min,Sicario,7.39,Happy,Intense,Intense
War Pigs,Ryan Little ,"Luke Goss, Dolph Lundgren, Chuck Liddell, Noah Segan, Steven Luke, Mickey Rourke","War,Action",en,A rag tag unit of misfits known as the War Pigs must go behind enemy lines to exterminate Nazis by any means necessary.,8.098,2015.0,1 hrs 32 min,War Pigs,5.0,Intense,Intense,Intense
Hotel Transylvania 2,Genndy Tartakovsky ,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Mel Brooks","Animation,Comedy,Family,Fantasy",en,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",46.695,2015.0,1 hrs 29 min,Hotel Transylvania 2,6.788,Happy,Happy,Happy
99 Homes,Ramin Bahrani ,"Andrew Garfield, Michael Shannon, Tim Guinee, Laura Dern",Drama,en,"After his family is evicted from their home, proud and desperate construction worker Dennis Nash tries to win his home back by striking a deal with the devil and working for Rick Carver, the corrupt real estate broker who evicted him.",11.308,2015.0,1 hrs 52 min,99 Homes,6.8,Intense,Emotional,Intense
The Intern,Nancy Meyers ,"Robert De Niro, Anne Hathaway, Rene Russo",Comedy,en,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",37.119,2015.0,2 hrs 1 min,The Intern,7.2,Happy,Happy,Happy
Stonewall,Roland Emmerich ,"Jeremy Irvine, Jonny Beauchamp, Joey King, Caleb Landry Jones, Matt Craven, Jonathan Rhys Meyers, Ron Perlman","Drama,History",en,"Kicked out by his parents, a gay teenager leaves small-town Indiana for New York's Greenwich Village, where growing discrimination against the gay community leads to riots on June 28, 1969.",10.617,2015.0,2 hrs 9 min,Stonewall,6.1,Intense,Emotional,Intense
Mississippi Grind,"Anna Boden, Ryan Fleck ","Ryan Reynolds, Ben Mendelsohn, Sienna Miller, Analeigh Tipton, Alfre Woodard","Comedy,Drama",en,"Gerry is a talented but down-on-his-luck gambler whose fortunes begin to change when he meets Curtis, a younger, highly charismatic poker player.  The two strike up an immediate friendship and Gerry quickly persuades his new friend to accompany him on a road trip to a legendary high stakes poker game in New Orleans. As they make their way down the Mississippi River, Gerry and Curtis manage to find themselves in just about every bar, racetrack, casino, and pool hall they can find, experiencing both incredible highs and dispiriting lows, but ultimately forging a deep and genuine bond that will stay with them long after their adventure is over.",14.188,2015.0,1 hrs 48 min,Mississippi Grind,6.0,Happy,Happy,Happy
The Walk,Robert Zemeckis ,"Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, James Badge Dale","Adventure,Drama,Thriller,History",en,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,17.051,2015.0,2 hrs 3 min,The Walk,7.0,Thrilling,Adventurous,Adventurous
The Martian,Ridley Scott ,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Kate Mara, Sean Bean, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor, Donald Glover, Mackenzie Davis","Drama,Adventure,Science Fiction",en,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",49.571,2015.0,2 hrs 21 min,The Martian,7.675,Sad,Emotional,Sad
Freeheld,Peter Sollett ,"Julianne Moore, Elliot Page, Michael Shannon, Steve Carell","Romance,Drama",en,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,21.732,2015.0,1 hrs 43 min,Freeheld,7.3,Sad,Romantic,Sad
Steve Jobs,Danny Boyle ,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels","Drama,History",en,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",13.266,2015.0,2 hrs 2 min,Steve Jobs,6.8,Happy,Emotional,Emotional
Pan,Joe Wright ,"Hugh Jackman, Garrett Hedlund, Rooney Mara, Levi Miller, Amanda Seyfried","Fantasy,Adventure,Family,Action",en,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",29.705,2015.0,1 hrs 51 min,Pan,5.968,Sad,Whimsical,Sad
Knock Knock,Eli Roth ,"Keanu Reeves, Ana de Armas, Lorenza Izzo, Aaron Burns, Ignacia Allamand, Colleen Camp","Drama,Thriller,Horror",en,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",49.469,2015.0,1 hrs 39 min,Knock Knock,5.333,Intense,Emotional,Intense
Beasts of No Nation,Cary Joji Fukunaga ,"Idris Elba, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King King"" Nii Adom Quaye, Abraham Attah","Drama,War",en,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",27.485,2015.0,2 hrs 17 min,Beasts of No Nation,7.592,Thrilling,Emotional,Emotional
Bridge of Spies,Steven Spielberg ,"Tom Hanks, Mark Rylance, Amy Ryan, Alan Alda","Thriller,Drama",en,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",28.571,2015.0,2 hrs 21 min,Bridge of Spies,7.226,Intense,Thrilling,Intense
Crimson Peak,Guillermo del Toro ,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver","Horror,Romance",en,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",23.967,2015.0,1 hrs 59 min,Crimson Peak,6.642,Thrilling,Horror,Horror
Goosebumps,Rob Letterman ,"Jack Black, Dylan Minnette, Odeya Rush, Amy Ryan, Ryan Lee, Jillian Bell","Adventure,Horror,Comedy",en,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",29.021,2015.0,1 hrs 43 min,Goosebumps,6.314,Thrilling,Adventurous,Adventurous
Room,Lenny Abrahamson ,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, William H. Macy","Drama,Thriller",en,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",23.24,2015.0,1 hrs 58 min,Room,8.034,Thrilling,Emotional,Emotional
Woodlawn,Andrew Erwin (director); Jon Erwin ,"Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd, Jon Voight",Drama,en,Love and unity in a school torn by racism and hate in the 1970s. A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.,24.393,2015.0,2 hrs 3 min,Woodlawn,7.0,Happy,Emotional,Emotional
Truth,James Vanderbilt ,"Cate Blanchett, Robert Redford, Topher Grace, Elisabeth Moss, Bruce Greenwood, Stacy Keach, Dennis Quaid",Drama,en,"As a renowned producer and close associate of Dan Rather, Mary Mapes believes she’s broken the biggest story of the 2004 election: revelations of a sitting U.S. President’s military service. But when allegations come pouring in, sources change their stories, document authenticity is questioned, and the casualties begin to mount.",11.421,2015.0,2 hrs 5 min,Truth,6.6,Thrilling,Emotional,Emotional
Experimenter,Michael Almereyda ,"Peter Sarsgaard, Winona Ryder, Jim Gaffigan, Edoardo Ballerini, Kellan Lutz, Dennis Haysbert, Danny A. Abeckaser, Taryn Manning, Anton Yelchin, John Leguizamo","Drama,History",en,"Yale University, 1961. Stanley Milgram designs a psychology experiment that still resonates to this day, in which people think they’re delivering painful electric shocks to an affable stranger strapped into a chair in another room. Despite his pleads for mercy, the majority of subjects don’t stop the experiment, administering what they think is a near-fatal electric shock, simply because they’ve been told to do so. With Nazi Adolf Eichmann’s trial airing in living rooms across America, Milgram strikes a nerve in popular culture and the scientific community with his exploration into people’s tendency to comply with authority. Celebrated in some circles, he is also accused of being a deceptive, manipulative monster, but his wife Sasha stands by him through it all.",9.515,2015.0,1 hrs 37 min,Experimenter,6.6,Sad,Emotional,Sad
Rock the Kasbah,Barry Levinson ,"Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Arian Moayed, Bruce Willis","Comedy,Music,War",en,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",9.479,2015.0,1 hrs 40 min,Rock the Kasbah,5.4,Intense,Happy,Intense
Paranormal Activity: The Ghost Dimension,Gregory Plotkin ,"Chris J. Murray, Brittany Shaw, Dan Gill, Ivy Rose George, Olivia Taylor Dudley, Jessica Tyler Brown, Chloe Csengery, Aiden Lovekamp, Hallie Foote, Don McManus, Mark Steger, Michael Krawic","Horror,Thriller",en,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",19.503,2015.0,1 hrs 28 min,Paranormal Activity: The Ghost Dimension,5.3,Intense,Horror,Horror
Jem and the Holograms,Jon M. Chu ,"Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Ryan Guzman, Molly Ringwald, Juliette Lewis","Fantasy,Music,Family",en,"As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a one-in-a-million journey of discovering that some talents are too special to keep hidden. Four aspiring musicians will take the world by storm when they see that the key to creating your own destiny lies in finding your own voice.",10.93,2015.0,1 hrs 59 min,Jem and the Holograms,5.6,Happy,Whimsical,Whimsical
The Last Witch Hunter,Breck Eisner ,"Vin Diesel, Elijah Wood, Rose Leslie, Julie Engelbrecht, Michael Caine","Fantasy,Action,Adventure",en,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",35.019,2015.0,1 hrs 46 min,The Last Witch Hunter,5.9,Intense,Whimsical,Intense
Suffragette,Sarah Gavron ,"Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Meryl Streep","Drama,History",en,"Based on true events about the foot soldiers of the early feminist movement, women who were forced underground to pursue a dangerous game of cat and mouse with an increasingly brutal State.",11.049,2015.0,1 hrs 46 min,Suffragette,7.3,Intense,Emotional,Intense
Bone Tomahawk,S. Craig Zahler ,"Kurt Russell, Patrick Wilson, Matthew Fox, Lili Simmons, Richard Jenkins, Evan Jonigkeit, Kathryn Morris, Sid Haig, David Arquette, Fred Melamed","Western,Horror,Drama",en,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",16.105,2015.0,2 hrs 13 min,Bone Tomahawk,6.825,Thrilling,Horror,Horror
